overall,player_beta,player_name,bye_week,position_beta,position,team,Min,min_pos,adp_beta,adp,Max,max_pos
205,Darren Waller (12),Darren Waller,12,TE30,TE,MIA,157 (14.1),14.1,201 (17.9),17.9,225 (19.9),19.9
206,Dameon Pierce (6),Dameon Pierce,6,RB72,RB,HOU,185 (16.5),16.5,202 (17.10),17.10,224 (19.8),19.8
207,MIN Team Defense (6),MIN Team Defense,6,DF5,DF,MIN,189 (16.9),16.9,202 (17.10),17.10,219 (19.3),19.3
208,HOU Team Defense (6),HOU Team Defense,6,DF6,DF,HOU,171 (15.3),15.3,202 (17.10),17.10,227 (19.11),19.11
209,Pat Freiermuth (5),Pat Freiermuth,5,TE31,TE,PIT,149 (13.5),13.5,202 (17.10),17.10,236 (20.8),20.8
210,Justice Hill (7),Justice Hill,7,RB73,RB,BAL,167 (14.11),14.11,203 (17.11),17.11,227 (19.11),19.11
211,Elic Ayomanor (10),Elic Ayomanor,10,WR75,WR,TEN,173 (15.5),15.5,203 (17.11),17.11,240 (20.12),20.12
212,Theo Johnson (14),Theo Johnson,14,TE32,TE,NYG,180 (15.12),15.12,205 (18.1),18.1,221 (19.5),19.5
213,Isaac TeSlaa (8),Isaac TeSlaa,8,WR76,WR,DET,176 (15.8),15.8,205 (18.1),18.1,225 (19.9),19.9
214,Jalen Royals (10),Jalen Royals,10,WR77,WR,KC,196 (17.4),17.4,205 (18.1),18.1,225 (19.9),19.9
215,ARI Team Defense (8),ARI Team Defense,8,DF7,DF,ARI,193 (17.1),17.1,207 (18.3),18.3,220 (19.4),19.4
216,Emanuel Wilson (5),Emanuel Wilson,5,RB74,RB,GB,169 (15.1),15.1,207 (18.3),18.3,231 (20.3),20.3
217,Kareem Hunt (10),Kareem Hunt,10,RB75,RB,KC,184 (16.4),16.4,208 (18.4),18.4,233 (20.5),20.5
218,Matthew Stafford (8),Matthew Stafford,8,QB25,QB,LAR,198 (17.6),17.6,208 (18.4),18.4,219 (19.3),19.3
219,Isaiah Davis (9),Isaiah Davis,9,RB76,RB,NYJ,208 (18.4),18.4,208 (18.4),18.4,208 (18.4),18.4
220,BUF Team Defense (7),BUF Team Defense,7,DF8,DF,BUF,186 (16.6),16.6,209 (18.5),18.5,234 (20.6),20.6
221,Cole Kmet (5),Cole Kmet,5,TE33,TE,CHI,168 (14.12),14.12,210 (18.6),18.6,234 (20.6),20.6
222,Geno Smith (8),Geno Smith,8,QB26,QB,LV,194 (17.2),17.2,210 (18.6),18.6,237 (20.9),20.9
223,Quentin Johnston (12),Quentin Johnston,12,WR78,WR,LAC,195 (17.3),17.3,211 (18.7),18.7,233 (20.5),20.5
224,Cam Ward (10),Cam Ward,10,QB27,QB,TEN,183 (16.3),16.3,211 (18.7),18.7,235 (20.7),20.7
225,Jake Bates (8),Jake Bates,8,PK3,PK,DET,180 (15.12),15.12,212 (18.8),18.8,236 (20.8),20.8
226,Jalen Coker (14),Jalen Coker,14,WR79,WR,CAR,189 (16.9),16.9,212 (18.8),18.8,239 (20.11),20.11
227,MarShawn Lloyd (5),MarShawn Lloyd,5,RB77,RB,GB,162 (14.6),14.6,212 (18.8),18.8,240 (20.12),20.12
228,SF Team Defense (14),SF Team Defense,14,DF9,DF,SF,190 (16.10),16.10,213 (18.9),18.9,232 (20.4),20.4
229,Cam Little (8),Cam Little,8,PK4,PK,JAC,168 (14.12),14.12,214 (18.10),18.10,234 (20.6),20.6
230,Chase McLaughlin (9),Chase McLaughlin,9,PK5,PK,TB,169 (15.1),15.1,214 (18.10),18.10,234 (20.6),20.6
231,Juwan Johnson (11),Juwan Johnson,11,TE34,TE,NO,194 (17.2),17.2,215 (18.11),18.11,236 (20.8),20.8
232,Tyler Higbee (8),Tyler Higbee,8,TE35,TE,LAR,209 (18.5),18.5,215 (18.11),18.11,222 (19.6),19.6
233,Adonai Mitchell (11),Adonai Mitchell,11,WR80,WR,IND,199 (17.7),17.7,216 (18.12),18.12,239 (20.11),20.11
234,Noah Gray (10),Noah Gray,10,TE36,TE,KC,194 (17.2),17.2,216 (18.12),18.12,239 (20.11),20.11
235,Sam Darnold (8),Sam Darnold,8,QB28,QB,SEA,211 (18.7),18.7,216 (18.12),18.12,222 (19.6),19.6
236,Tyler Conklin (12),Tyler Conklin,12,TE37,TE,LAC,216 (18.12),18.12,216 (18.12),18.12,216 (18.12),18.12
237,Miles Sanders (10),Miles Sanders,10,RB78,RB,DAL,200 (17.8),17.8,217 (19.1),19.1,232 (20.4),20.4
238,Harrison Butker (10),Harrison Butker,10,PK6,PK,KC,202 (17.10),17.10,217 (19.1),19.1,238 (20.10),20.10
239,Tyler Lockett (10),Tyler Lockett,10,WR81,WR,TEN,188 (16.8),16.8,217 (19.1),19.1,234 (20.6),20.6
240,Trevor Etienne (14),Trevor Etienne,14,RB79,RB,CAR,194 (17.2),17.2,217 (19.1),19.1,235 (20.7),20.7
241,Dalton Schultz (6),Dalton Schultz,6,TE38,TE,HOU,198 (17.6),17.6,218 (19.2),19.2,240 (20.12),20.12
242,Michael Wilson (8),Michael Wilson,8,WR82,WR,ARI,186 (16.6),16.6,218 (19.2),19.2,238 (20.10),20.10
243,Jordan James (14),Jordan James,14,RB80,RB,SF,218 (19.2),19.2,218 (19.2),19.2,218 (19.2),19.2
244,Amari Cooper (-),Amari Cooper,,WR83,WR,FA,219 (19.3),19.3,219 (19.3),19.3,219 (19.3),19.3
245,GB Team Defense (5),GB Team Defense,5,DF10,DF,GB,219 (19.3),19.3,219 (19.3),19.3,219 (19.3),19.3
246,Raheem Mostert (8),Raheem Mostert,8,RB81,RB,LV,206 (18.2),18.2,220 (19.4),19.4,237 (20.9),20.9
247,Terrance Ferguson (8),Terrance Ferguson,8,TE39,TE,LAR,204 (17.12),17.12,220 (19.4),19.4,236 (20.8),20.8
248,DeAndre Hopkins (7),DeAndre Hopkins,7,WR84,WR,BAL,220 (19.4),19.4,220 (19.4),19.4,220 (19.4),19.4
249,Jack Bech (8),Jack Bech,8,WR85,WR,LV,194 (17.2),17.2,221 (19.5),19.5,231 (20.3),20.3
250,Brandon McManus (5),Brandon McManus,5,PK7,PK,GB,221 (19.5),19.5,221 (19.5),19.5,221 (19.5),19.5
251,KC Team Defense (10),KC Team Defense,10,DF11,DF,KC,203 (17.11),17.11,222 (19.6),19.6,228 (19.12),19.12
252,Kendrick Bourne (14),Kendrick Bourne,14,WR86,WR,NE,223 (19.7),19.7,223 (19.7),19.7,223 (19.7),19.7
253,LAR Team Defense (8),LAR Team Defense,8,DF12,DF,LAR,203 (17.11),17.11,224 (19.8),19.8,238 (20.10),20.10
254,DET Team Defense (8),DET Team Defense,8,DF13,DF,DET,215 (18.11),18.11,224 (19.8),19.8,234 (20.6),20.6
255,Efton Chism (14),Efton Chism,14,WR87,WR,NE,217 (19.1),19.1,224 (19.8),19.8,230 (20.2),20.2
256,Andrei Iosivas (10),Andrei Iosivas,10,WR88,WR,CIN,207 (18.3),18.3,225 (19.9),19.9,232 (20.4),20.4
257,Devin Singletary (14),Devin Singletary,14,RB82,RB,NYG,225 (19.9),19.9,225 (19.9),19.9,225 (19.9),19.9
258,Tre Tucker (8),Tre Tucker,8,WR89,WR,LV,225 (19.9),19.9,225 (19.9),19.9,225 (19.9),19.9
259,Wil Lutz (12),Wil Lutz,12,PK8,PK,DEN,208 (18.4),18.4,226 (19.10),19.10,237 (20.9),20.9
260,Luke McCaffrey (12),Luke McCaffrey,12,WR90,WR,WAS,223 (19.7),19.7,226 (19.10),19.10,228 (19.12),19.12
261,NYJ Team Defense (9),NYJ Team Defense,9,DF14,DF,NYJ,218 (19.2),19.2,226 (19.10),19.10,232 (20.4),20.4
262,Matt Gay (12),Matt Gay,12,PK9,PK,WAS,204 (17.12),17.12,226 (19.10),19.10,239 (20.11),20.11
263,Jake Elliott (9),Jake Elliott,9,PK10,PK,PHI,205 (18.1),18.1,226 (19.10),19.10,238 (20.10),20.10
264,Ka’imi Fairbairn (6),Ka’imi Fairbairn,6,PK11,PK,HOU,208 (18.4),18.4,226 (19.10),19.10,240 (20.12),20.12
265,NE Team Defense (14),NE Team Defense,14,DF15,DF,NE,211 (18.7),18.7,227 (19.11),19.11,239 (20.11),20.11
266,KeAndre Lambert-Smith (12),KeAndre Lambert-Smith,12,WR91,WR,LAC,213 (18.9),18.9,227 (19.11),19.11,239 (20.11),20.11
267,DAL Team Defense (10),DAL Team Defense,10,DF16,DF,DAL,217 (19.1),19.1,227 (19.11),19.11,237 (20.9),20.9
268,CIN Team Defense (10),CIN Team Defense,10,DF17,DF,CIN,227 (19.11),19.11,227 (19.11),19.11,227 (19.11),19.11
269,Roman Wilson (5),Roman Wilson,5,WR92,WR,PIT,210 (18.6),18.6,228 (19.12),19.12,240 (20.12),20.12
270,Samaje Perine (10),Samaje Perine,10,RB83,RB,CIN,222 (19.6),19.6,228 (19.12),19.12,235 (20.7),20.7
271,NYG Team Defense (14),NYG Team Defense,14,DF18,DF,NYG,219 (19.3),19.3,229 (20.1),20.1,239 (20.11),20.11
272,Phil Mafah (10),Phil Mafah,10,RB84,RB,DAL,227 (19.11),19.11,229 (20.1),20.1,231 (20.3),20.3
273,WAS Team Defense (12),WAS Team Defense,12,DF19,DF,WAS,220 (19.4),19.4,229 (20.1),20.1,239 (20.11),20.11
274,Jaylin Noel (6),Jaylin Noel,6,WR93,WR,HOU,215 (18.11),18.11,230 (20.2),20.2,240 (20.12),20.12
275,SEA Team Defense (8),SEA Team Defense,8,DF20,DF,SEA,225 (19.9),19.9,230 (20.2),20.2,233 (20.5),20.5
276,LAC Team Defense (12),LAC Team Defense,12,DF21,DF,LAC,221 (19.5),19.5,230 (20.2),20.2,237 (20.9),20.9
277,Elijah Mitchell (10),Elijah Mitchell,10,RB85,RB,KC,230 (20.2),20.2,230 (20.2),20.2,231 (20.3),20.3
278,CHI Team Defense (5),CHI Team Defense,5,DF22,DF,CHI,220 (19.4),19.4,230 (20.2),20.2,240 (20.12),20.12
279,Darius Slayton (14),Darius Slayton,14,WR94,WR,NYG,219 (19.3),19.3,230 (20.2),20.2,240 (20.12),20.12
280,Tyler Loop (7),Tyler Loop,7,PK12,PK,BAL,220 (19.4),19.4,232 (20.4),20.4,240 (20.12),20.12
281,Chris Boswell (5),Chris Boswell,5,PK13,PK,PIT,224 (19.8),19.8,232 (20.4),20.4,240 (20.12),20.12
282,Dyami Brown (8),Dyami Brown,8,WR95,WR,JAC,232 (20.4),20.4,232 (20.4),20.4,232 (20.4),20.4
283,Chad Ryland (8),Chad Ryland,8,PK14,PK,ARI,232 (20.4),20.4,232 (20.4),20.4,232 (20.4),20.4
284,Olamide Zaccheaus (5),Olamide Zaccheaus,5,WR96,WR,CHI,233 (20.5),20.5,233 (20.5),20.5,233 (20.5),20.5
285,Will Dissly (12),Will Dissly,12,TE40,TE,LAC,229 (20.1),20.1,234 (20.6),20.6,240 (20.12),20.12
286,Tyler Bass (7),Tyler Bass,7,PK15,PK,BUF,229 (20.1),20.1,234 (20.6),20.6,236 (20.8),20.8
287,Tyquan Thornton (10),Tyquan Thornton,10,WR97,WR,KC,235 (20.7),20.7,235 (20.7),20.7,235 (20.7),20.7
288,Evan McPherson (10),Evan McPherson,10,PK16,PK,CIN,229 (20.1),20.1,236 (20.8),20.8,240 (20.12),20.12
289,Christian Watson (5),Christian Watson,5,WR98,WR,GB,236 (20.8),20.8,236 (20.8),20.8,236 (20.8),20.8
290,Jason Sanders (12),Jason Sanders,12,PK17,PK,MIA,236 (20.8),20.8,236 (20.8),20.8,237 (20.9),20.9
291,Devin Neal (11),Devin Neal,11,RB86,RB,NO,232 (20.4),20.4,236 (20.8),20.8,239 (20.11),20.11
292,Jaylin Lane (12),Jaylin Lane,12,WR99,WR,WAS,237 (20.9),20.9,237 (20.9),20.9,237 (20.9),20.9
293,Daniel Carlson (8),Daniel Carlson,8,PK18,PK,LV,236 (20.8),20.8,237 (20.9),20.9,238 (20.10),20.10
294,Jalen McMillan (9),Jalen McMillan,9,WR100,WR,TB,237 (20.9),20.9,237 (20.9),20.9,237 (20.9),20.9
295,Jaxson Dart (14),Jaxson Dart,14,QB29,QB,NYG,237 (20.9),20.9,237 (20.9),20.9,237 (20.9),20.9
296,Will Reichard (6),Will Reichard,6,PK19,PK,MIN,235 (20.7),20.7,238 (20.10),20.10,240 (20.12),20.12
297,Diontae Johnson (9),Diontae Johnson,9,WR101,WR,CLE,238 (20.10),20.10,238 (20.10),20.10,238 (20.10),20.10
298,Jahan Dotson (9),Jahan Dotson,9,WR102,WR,PHI,238 (20.10),20.10,238 (20.10),20.10,239 (20.11),20.11
299,Ty Johnson (7),Ty Johnson,7,RB87,RB,BUF,238 (20.10),20.10,238 (20.10),20.10,238 (20.10),20.10
300,Joshua Karty (8),Joshua Karty,8,PK20,PK,LAR,239 (20.11),20.11,239 (20.11),20.11,239 (20.11),20.11
301,Cairo Santos (5),Cairo Santos,5,PK21,PK,CHI,240 (20.12),20.12,240 (20.12),20.12,240 (20.12),20.12
